SO FAMCHA010401043000043011000011Sign On (oct 1)                                                                                                         06                                     
PROFAMCHA010401072815072829000014ALF (Dreams) - Today @ 9:51am                                                                                           06  150                                
PROFAMCHA0104010728290728590000302 Hour Tour - SHeDAISY - Tonight @ 7:30pm                                                                               02  150                                
PROFAMCHA010401072859072939000040What About Bob? - Tonight @ 9pm                                                                                         02  150                                
ID FAMCHA010401072939073000000021Prime time open count down                                                                                              06  150                                
PROFAMCHA010401073000073008000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010401073008075248002240Darkwing Duck                                     The Haunting Of Mr. Banana Brain (april Fools)                       6068607ECC                              
PROFAMCHA010401075248075256000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010401075256075301000005Generic ID - Fingerpaint                                                                                                06  150                                
PROFAMCHA010401075301075341000040What About Bob? - Tonight @ 9pm                                                                                         06  150                                
PROFAMCHA0104010753410754110000302 Hour Tour - SHeDAISY - Tonight @ 7:30pm                                                                               06  150                                
PROFAMCHA010401075411075427000016ALF (Description) - Today @ 9:51am                                                                                      06  150                                
INTFAMCHA010401075427075827000400MV Disney - We Are One (ANGELIQUE KIDJO)                                                                               60688120                                
PROFAMCHA010401075827075909000042Batter Up - Saturday @ 10:30pm - MR.DESTINY                                                                             02  150                                
PROFAMCHA010401075909075939000030Mr. Headmistress - Today @ 12pm                                                                                         06  150                                
ID FAMCHA010401075939080000000021Prime time open count down                                                                                              06  150                                
PROFAMCHA010401080000080008000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010401080008082221002213Sherlock Holmes In The 22nd Century               1-010                                                                6068607ECC                              
PROFAMCHA010401082221082229000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010401082229082244000015Generic ID - confetti                                                                                                   06  150                                
PROFAMCHA010401082244082314000030Mr. Headmistress - Today @ 12pm                                                                                         06  150                                
PROFAMCHA0104010823140823440000302 Hour Tour - SHeDAISY - Tonight @ 7:30pm                                                                               06  150                                
PROFAMCHA010401082344082359000015ALF (Lucky) - Today @ 9:51am                                                                                            06  150                                
INTFAMCHA010401082359082833000434MV Disney - A Dream Is A Wish Your Heart Makes (LI                                                                     60688120                                
PROFAMCHA010401082833082910000037Batter Up - Saturday @ 9pm - BNB GO TO JAPAN                                                                            06  150                                
PROFAMCHA010401082910082950000040What About Bob? - Tonight @ 9pm                                                                                         06  150                                
ID FAMCHA010401082950083000000010xxMagic of Disney - V2(sky) - TEEN FEMALE                                                                               06  150                                
PROFAMCHA010401083000083008000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010401083008085408002400Z Games                                           1-008                                                                60686110CC                              
PROFAMCHA010401085408085416000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010401085416085421000005Generic ID - Marbles                                                                                                    06  150                                
PROFAMCHA010401085421085501000040What About Bob? - Tonight @ 9pm                                                                                         06  150                                
PROFAMCHA010401085501085517000016ALF (Description) - Today @ 9:51am                                                                                      06  150                                
PROFAMCHA010401085517085559000042Batter Up - Saturday @ 10:30pm - MR.DESTINY                                                                             06  150                                
PROFAMCHA010401085559085629000030Mr. Headmistress - Today @ 12pm                                                                                         06  150                                
PRCFAMCHA010401085629085639000010Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010401085639085700000021Prime time open count down                                                                                              06  150                                
PROFAMCHA010401085700085708000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010401085708092140002432Bug Juice                                         So Long, Farewell                                                    6068607ACC                              
PROFAMCHA010401092140092148000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010401092148092158000010Generic ID - Pink inner tube                                                                                            06  150                                
PROFAMCHA010401092158092228000030Mr. Headmistress - Today @ 12pm                                                                                         06  150                                
PROFAMCHA0104010922280922580000302 Hour Tour - SHeDAISY - Tonight @ 7:30pm                                                                               06  150                                
PROFAMCHA010401092258092335000037Batter Up - Saturday @ 9pm - BNB GO TO JAPAN                                                                            06  150                                
PROFAMCHA010401092335092349000014ALF (Dreams) - Today @ 9:51am                                                                                           06  150                                
PROFAMCHA010401092349092429000040What About Bob? - Tonight @ 9pm                                                                                         06  150                                
PRCFAMCHA010401092429092439000010Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010401092439092500000021Prime time open count down                                                                                              06  150                                
PROFAMCHA010401092500092508000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010401092508094822002314Mentors                                           The Crush                                                     C16301 1055607ACC3                             
PROFAMCHA010401094822094830000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010401094830094835000005Generic ID - Couch 1*                                                                                                   06  150                                
PROFAMCHA010401094835094915000040What About Bob? - Tonight @ 9pm                                                                                         06  150                                
PROFAMCHA010401094915094931000016ALF (Description) - Coming Up                                                                                           06  150                                
PROFAMCHA0104010949310950010000302 Hour Tour - SHeDAISY - Tonight @ 7:30pm                                                                               06  150                                
PROFAMCHA010401095001095009000008MV Web Throw - family.ca                                                                                               606 5150                                
PROFAMCHA010401095009095039000030Mr. Headmistress - Today @ 12pm                                                                                         06  150                                
ID FAMCHA010401095039095100000021Prime time open count down                                                                                              06  150                                
PROFAMCHA010401095100095108000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010401095108101240002132ALF                                               My Back Pages                                                       A2068807BCC                              
PROFAMCHA010401101240101248000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010401101248101258000010Generic ID - soccer **DO NOT USE**                                                                                      06  150                                
PROFAMCHA010401101258101328000030Mr. Headmistress - Today @ 12pm                                                                                         06  150                                
PROFAMCHA010401101328101358000030Jersey (MARCH2001) - Coming Up                                                                                          06  150                                
PROFAMCHA0104011013581014280000302 Hour Tour - SHeDAISY - Tonight @ 7:30pm                                                                               06  150                                
PRCFAMCHA010401101428101513000045No Boundaries Contest (APR01) - Today @ 12pm                                                                           102  150                                
PROFAMCHA010401101513101550000037Batter Up - Saturday @ 9pm - BNB GO TO JAPAN                                                                            06  150                                
ID FAMCHA010401101550101600000010xxMagic of Disney - V2(sky) - TEEN MALE                                                                                 06  150                                
PROFAMCHA010401101600101608000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010401101608103838002230Jersey; The                                       Bowling For Jets                                                     6028607ACC                              
PROFAMCHA010401103838103846000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010401103846103851000005Generic ID - soccer **DO NOT USE**                                                                                      06  150                                
PRCFAMCHA010401103851103936000045No Boundaries Contest (APR01) - Today @ 12pm                                                                           106  150                                
PROFAMCHA010401103936104009000033Recess (King Gus) - Weekdays @ 5:00pm                                                                                   06  150                                
PROFAMCHA010401104009104039000030Mr. Headmistress - Today @ 12pm                                                                                         06  150                                
ID FAMCHA010401104039104100000021Prime time open count down                                                                                              06  150                                
PROFAMCHA010401104100104108000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010401104108110541002433Famous Jett Jackson; The                          Bunk                                                          B57124 1065607ACC                              
PROFAMCHA010401110541110549000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010401110549110556000007Generic ID - Whisper*                                                                                                   06  150                                
PRCFAMCHA010401110556110641000045No Boundaries Contest (APR01) - Today @ 12pm                                                                           106  150                                
PROFAMCHA010401110641110659000018Book of Pooh (MARCH2001) - Weekdays @ 1:26pm                                                                            06  150                                
PROFAMCHA010401110659110739000040What About Bob? - Tonight @ 9pm                                                                                         06  150                                
ID FAMCHA010401110739110800000021Prime time open count down                                                                                              06  150                                
PROFAMCHA010401110800110808000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010401110808115057004249Your Big Break                                    1-006                                                                60688090CC                              
PROFAMCHA010401115057115105000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010401115105115115000010Generic ID - Bubbles                                                                                                    06  150                                
PROFAMCHA010401115115115155000040What About Bob? - Tonight @ 9pm                                                                                         06  150                                
PROFAMCHA010401115155115225000030Mr. Headmistress - Coming Up                                                                                            02  150                                
PROFAMCHA010401115225115235000010MV FAMJAM - Teaser (Generic)                                                                                           606 5150                                
PRCFAMCHA010401115235115320000045No Boundaries Contest (APR01) - Today @ 12pm                                                                           106  150                                
INTFAMCHA010401115320115644000324xMV - Aaron's Party (Come Get It)                                                                                     A20688120                                
PROFAMCHA010401115644115654000010MV Web Throw - family.ca                                                                                               606 5150                                
PROFAMCHA010401115654115731000037Batter Up - Saturday @ 9pm - BNB GO TO JAPAN                                                                            06  150                                
PROFAMCHA010401115731115749000018Book of Pooh (MARCH2001) - Weekdays @ 1:26pm                                                                            06  150                                
PRCFAMCHA010401115749115859000110Meet The Spy Contest - In Theatres Now                                                                                 106  150                                
PROFAMCHA0104011158591159290000302 Hour Tour - SHeDAISY - Tonight @ 7:30pm                                                                               06  150                                
PRCFAMCHA010401115929115939000010Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010401115939120000000021Move open family size movie                                                                                             06  150                                
PROFAMCHA010401120000120008000008Rating - G - Ian                                                                                                        06  150                                
PROFAMCHA010401120008120016000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
ID FAMCHA010401120016120026000010xxMagic of Disney - V2(sky) - TEEN FEMALE                                                                               06  150                                
PGRFAMCHA010401120026132912012846Mr. Headmistress                                                                                                      A6068807CCC                              
PROFAMCHA010401132912132920000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010401132920132925000005Generic ID - Bubbles*                                                                                                   06  150                                
PROFAMCHA010401132925132939000014ALF (Dreams) - Weekdays @ 12pm                                                                                          06  150                                
ID FAMCHA010401132939133000000021Move open family size movie                                                                                             06  150                                
PROFAMCHA010401133000133008000008Rating - G - Ian                                                                                                        06  150                                
PROFAMCHA010401133008133016000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
ID FAMCHA010401133016133026000010xxMagic of Disney - V2(sky) - TEEN MALE                                                                                 06  150                                
PGRFAMCHA010401133026144805011739Goofy Movie; A                                                                                                        A6068807ECC                              
PROFAMCHA010401144805144813000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010401144813144823000010Generic ID - Family w/dog                                                                                               06  150                                
PROFAMCHA0104011448231448530000302 Hour Tour - SHeDAISY - Tonight @ 7:30pm                                                                               06  150                                
PROFAMCHA010401144853144935000042Batter Up - Saturday @ 10:30pm - MR.DESTINY                                                                             06  150                                
PRCFAMCHA010401144935145011000036Goof Troop (MARCH2001) - Today @ 4pm                                                                                    06  150                                
PGRFAMCHA010401145011145830000819Mpt-Drip Dippy Donald                                                                                                  60688150                                
PROFAMCHA010401145830145900000030House of Mouse - Today @ 4:30pm                                                                                         02  150                                
PROFAMCHA010401145900145940000040What About Bob? - Tonight @ 9pm                                                                                         06  150                                
PRCFAMCHA010401145940145950000010Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010401145950150000000010xxMagic of Disney - V3(water) - TEEN FEMALE                                                                             06  150                                
PROFAMCHA010401150000150008000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010401150008152247002239Disney's Aladdin                                  Black Sand                                                           6068607ECC                              
PROFAMCHA010401152247152255000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010401152255152300000005Generic ID - Couch 1*                                                                                                   06  150                                
PROFAMCHA010401152300152340000040What About Bob? - Tonight @ 9pm                                                                                         06  150                                
PROFAMCHA010401152340152417000037Batter Up - Saturday @ 9pm - BNB GO TO JAPAN                                                                            06  150                                
PROFAMCHA010401152417152447000030House of Mouse - Today @ 4:30pm                                                                                         06  150                                
INTFAMCHA010401152447152825000338Art Attack - Family At Beach                                                                                           60686120                                
PROFAMCHA010401152825152910000045PB&J Otter (MARCH2001) - Today @ 5pm                                                                                   206  150                                
PROFAMCHA0104011529101529400000302 Hour Tour - SHeDAISY - Tonight @ 7:30pm                                                                               06  150                                
PRCFAMCHA010401152940152950000010Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010401152950153000000010xxMagic of Disney - V3(water) - TEEN MALE                                                                               06  150                                
PROFAMCHA010401153000153008000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010401153008155252002244Lion King's Timon & Pumbaa; The                   Beast of Eden/Sense and Senegambia                                   6068607ECC                              
PROFAMCHA010401155252155300000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010401155300155305000005Generic ID - Couch 2*                                                                                                   06  150                                
PROFAMCHA0104011553051553350000302 Hour Tour - SHeDAISY - Tonight @ 7:30pm                                                                               06  150                                
PRCFAMCHA010401155335155411000036Goof Troop (MARCH2001) - Coming Up                                                                                      06  150                                
PROFAMCHA010401155411155453000042Batter Up - Saturday @ 10:30pm - MR.DESTINY                                                                             06  150                                
PROFAMCHA010401155453155523000030New Adventures of WTP (MARCH2001) - Today @ 5:30pm                                                                      06  150                                
INTFAMCHA010401155523155830000307Art Attack - Shuttle                                                                                                   60686120                                
PROFAMCHA010401155830155900000030House of Mouse - Today @ 4:30pm                                                                                         06  150                                
PROFAMCHA010401155900155940000040What About Bob? - Tonight @ 9pm                                                                                         06  150                                
PRCFAMCHA010401155940155950000010Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010401155950160000000010xxMagic of Disney - V4 - TEEN FEMALE                                                                                    06  150                                
PROFAMCHA010401160000160008000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010401160008162248002240Goof Troop                                        Puppy Love                                                           6068607ECC                              
PROFAMCHA010401162248162256000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010401162256162306000010Generic ID - Family w/dog                                                                                               06  150                                
PROFAMCHA010401162306162351000045PB&J Otter (MARCH2001) - This Afternoon @ 5pm                                                                          206  150                                
PROFAMCHA010401162351162421000030House of Mouse - Coming Up                                                                                              02  150                                
INTFAMCHA010401162421162911000450MV Disney - Circle of Life (ELTON JOHN)                                                                                60688120                                
PROFAMCHA010401162911162941000030New Adventures of WTP (MARCH2001) - Today @ 5:30pm                                                                      06  150                                
PRCFAMCHA010401162941162950000009Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010401162950163000000010xxMagic of Disney - V4 - TEEN MALE                                                                                      06  150                                
PROFAMCHA010401163000163008000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010401163008165251002243Disney's House Of Mouse                           Unplugged Club                                                       6028607ECC                              
PROFAMCHA010401165251165258000007CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010401165258165303000005Generic ID - Fingerpaint                                                                                                06  150                                
PROFAMCHA010401165303165333000030New Adventures of WTP (MARCH2001) - Today @ 5:30pm                                                                      06  150                                
PROFAMCHA010401165333165418000045PB&J Otter (MARCH2001) - Coming Up                                                                                     206  150                                
PRCFAMCHA010401165418165441000023Franklin (NEW EPS) - Tonight @ 6:00pm**DO NOT USE*                                                                     106  150                                
ID FAMCHA010401165441165451000010Silly Stories Teaser - Female                                                                                           06  150                                
PROFAMCHA010401165451165507000016ALF (Description) - Weekdays @ 12pm                                                                                     06  150                                
ID FAMCHA010401165507165539000032Silly Stories - Funky Tent Smell                                                                                        06  150                                
INTFAMCHA010401165539165921000342Art Attack - Fencing                                                                                                   60686120                                
PROFAMCHA010401165921165939000018Book of Pooh (MARCH2001) - Weekdays @ 1:26pm                                                                            06  150                                
ID FAMCHA010401165939170000000021Prime time open count down                                                                                              06  150                                
PROFAMCHA010401170000170008000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010401170008172338002330PB&J Otter                                        Follow Your Nose                                                    A6068607ECC                              
PROFAMCHA010401172338172346000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010401172346172356000010Generic ID - Hula Hoop                                                                                                  06  150                                
PRCFAMCHA010401172356172419000023Franklin (NEW EPS) - Tonight @ 6:00pm**DO NOT USE*                                                                     106  150                                
PROFAMCHA010401172419172449000030New Adventures of WTP (MARCH2001) - Coming Up                                                                           06  150                                
INTFAMCHA010401172449172904000415MV Disney - You'll Be In My Heart (PHIL COLLINS)                                                                       60688120                                
PRCFAMCHA010401172904172939000035Little Lulu (MARCH2001) - Tonight @ 6:30pm                                                                             106  150                                
PRCFAMCHA010401172939172950000011Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010401172950173000000010xxMagic of Disney - V2(sky) - TEEN FEMALE                                                                               06  150                                
PROFAMCHA010401173000173008000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010401173008175251002243New Adventures of Winnie the Pooh; The            To Bee Or Not To Bee/April Pooh                                      6068607ECC                              
PROFAMCHA010401175251175259000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010401175259175304000005Generic ID - Marbles                                                                                                    06  150                                
PRCFAMCHA010401175304175339000035Little Lulu (MARCH2001) - Tonight @ 6:30pm                                                                             106  150                                
PRCFAMCHA010401175339175402000023Franklin (NEW EPS) - Coming Up**DO NOT USE**                                                                           106  150                                
PROFAMCHA010401175402175420000018D12 - Recess/Buzz - Weekdays, starting @ 4:00pm                                                                         06  150                                
ID FAMCHA010401175420175430000010Silly Stories Teaser - Male                                                                                             06  150                                
PROFAMCHA010401175430175448000018Book of Pooh (MARCH2001) - Weekdays @ 1:26pm                                                                            06  150                                
ID FAMCHA010401175448175544000056Silly Stories - MEOW MEOW                                                                                               06  150                                
INTFAMCHA010401175544175909000325Music Break-W.Disney Records:Man Who Ran Away With                                                                     60688120                                
PRCFAMCHA010401175909175939000030Hoze Houndz - Tonight @ 7pm                                                                                             02  150                                
ID FAMCHA010401175939180000000021Prime time open count down                                                                                              06  150                                
PROFAMCHA010401180000180008000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
